date,day,start_time,end_time,timezone,timezone_abbreviation,utc_offset,stage,event,source_url,listed_hosts,participants,lineup_status,lineup_notes,participant_source_urls,is_concert,concert_classification_notes,is_meet_greet,event_status,meet_greet_type,price,booth,event_type,organizer
2026-09-19,Saturday,17:30,18:30,Europe/London,BST,+01:00,M&G Booth 4,Beribug — Meet & Greet,https://vexpo.uk/meet-greets,Beribug,Beribug,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£15,4,,
2026-09-19,Saturday,17:30,18:30,Europe/London,BST,+01:00,M&G Booth ANYC M&G2,Vantacrow Bringer — Meet & Greet,https://vexpo.uk/meet-greets,Vantacrow Bringer,Vantacrow Bringer,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G2,,
2026-09-19,Saturday,18:00,19:00,Europe/London,BST,+01:00,M&G Booth ANYC M&G3,Aia Amare — Meet & Greet,https://vexpo.uk/meet-greets,Aia Amare,Aia Amare,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G3,,
2026-09-19,Saturday,18:00,20:00,Europe/London,BST,+01:00,MONARCH STAGE,???,https://vexpo.uk/stages-panels,???,,unannounced,Session and participants not announced.,https://vexpo.uk/stages-panels,false,Unknown: no session content announced; excluded from the concerts filter pending details.,false,official,,,,,
2026-09-19,Saturday,18:15,19:30,Europe/London,BST,+01:00,M&G Booth holo M&G1,Moona Hoshinova — Meet & Greet,https://vexpo.uk/meet-greets,Moona Hoshinova,Moona Hoshinova,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£56,holo M&G1,,
2026-09-19,Saturday,19:00,20:00,Europe/London,BST,+01:00,JUBILEE STAGE,VTuber History Gameshow!,https://vexpo.uk/stages-panels,"Necronival, KitsenVT, TaigaxHolic",Necronival; KitsenVT; TaigaxHolic,named lineup published,Necronival (Croni) hosts; KitsenVT and TaigaxHolic are contestants.,https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,
2026-09-19,Saturday,19:00,20:00,Europe/London,BST,+01:00,M&G Booth 5,Kyuru Rin — Meet & Greet,https://vexpo.uk/meet-greets,Kyuru Rin,Kyuru Rin,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Penplotter,£10,5,,
2026-09-19,Saturday,19:00,20:00,Europe/London,BST,+01:00,M&G Booth 6,Erina Makina — Meet & Greet,https://vexpo.uk/meet-greets,Erina Makina,Erina Makina,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets; https://x.com/PhaseConnect,false,Excluded: meet-and-greet appointment window.,true,official,Penplotter,£25,6,,Phase Connect
2026-09-19,Saturday,19:00,20:00,Europe/London,BST,+01:00,M&G Booth 7,Mallie Sprout & Spookieruna — Meet & Greet,https://vexpo.uk/meet-greets,Mallie Sprout & Spookieruna,Mallie Sprout; Spookieruna,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,IRL,£5,7,,
2026-09-19,Saturday,19:00,20:00,Europe/London,BST,+01:00,PANEL ROOM 1,Getting started as an 18+ Vtuber (Without getting banned!),https://vexpo.uk/stages-panels,Podgekinn,Podgekinn,named lineup published,,https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,
2026-09-19,Saturday,19:00,20:00,Europe/London,BST,+01:00,PANEL ROOM 2,A Lil Buzz’d NSFW with Sif Avellana (18+),https://vexpo.uk/stages-panels,"Kira P. Raptorgirl, Sif Avellana",Kira P. Raptorgirl; Sif Avellana,named lineup published,,https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,
2026-09-19,Saturday,21:00,23:30,Europe/London,BST,+01:00,MONARCH STAGE,The VX Factor,https://vexpo.uk/stages-panels,"Matara Kan, 0shiriko, V4Mirai, Densetsu.EXE, Hakos Baelz",Victoria Roman; Mint Fantôme; Phoebe Chan; 0shiriko; Hakos Baelz; Matara Kan; Dr. NOVA(e); Mono Monet; Paige Turner; Ao WuWu; Yae Yugiri; Rem Kanashibari; Rara Rocora; Terra 404; Lyko Lianna,named lineup published,"Individual performers transcribed from the official poster, expanding the page's V4Mirai and Densetsu.EXE group billing. Ticketed concert.",https://vexpo.uk/stages-panels; https://images.squarespace-cdn.com/content/v1/697e84aee021eb1c80fdbe31/a1d46029-47b4-425f-935d-924684bb13ca/VX-FACTOR-POSTER-V5.png,true,Included: explicitly billed as a concert.,false,official,,,,,
2026-09-20,Sunday,10:00,11:00,Europe/London,BST,+01:00,M&G Booth 1,Kani Kanizawa — Meet & Greet,https://vexpo.uk/meet-greets,Kani Kanizawa,Kani Kanizawa,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£10,1,,
2026-09-20,Sunday,10:00,11:00,Europe/London,BST,+01:00,M&G Booth 2,Ironmouse — Meet & Greet,https://vexpo.uk/meet-greets,Ironmouse,Ironmouse,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,Free,2,,
2026-09-20,Sunday,10:00,11:00,Europe/London,BST,+01:00,M&G Booth 3,Penny Puffball — Meet & Greet,https://vexpo.uk/meet-greets,Penny Puffball,Penny Puffball,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£10,3,,
2026-09-20,Sunday,10:00,11:00,Europe/London,BST,+01:00,M&G Booth 4,Seion Aera — Meet & Greet,https://vexpo.uk/meet-greets,Seion Aera,Seion Aera,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£5,4,,
2026-09-20,Sunday,10:00,11:00,Europe/London,BST,+01:00,M&G Booth 7,The Best in Jest — Meet & Greet,https://vexpo.uk/meet-greets,The Best in Jest,The Best in Jest,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,IRL,£45,7,,
2026-09-20,Sunday,10:00,11:00,Europe/London,BST,+01:00,M&G Booth ANYC M&G1,Zeal Ginjoka — Meet & Greet,https://vexpo.uk/meet-greets,Zeal Ginjoka,Zeal Ginjoka,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G1,,
2026-09-20,Sunday,10:00,11:00,Europe/London,BST,+01:00,MONARCH STAGE,???,https://vexpo.uk/stages-panels,???,,unannounced,Session and participants not announced.,https://vexpo.uk/stages-panels,false,Unknown: no session content announced; excluded from the concerts filter pending details.,false,official,,,,,
2026-09-20,Sunday,10:30,11:30,Europe/London,BST,+01:00,M&G Booth 5,Phoebe Chan — Meet & Greet,https://vexpo.uk/meet-greets,Phoebe Chan,Phoebe Chan,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements. Source conflict: the Sunday M&Gs section lists Phoebe Chan; an earlier duplicate table lists Féileacán Cú for this slot. Using the explicitly labeled Sunday section; confirm with VeXpo.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Penplotter,£25,5,,
2026-09-20,Sunday,10:30,11:30,Europe/London,BST,+01:00,M&G Booth 6,Victoria Roman — Meet & Greet,https://vexpo.uk/meet-greets,Victoria Roman,Victoria Roman,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Penplotter,£25,6,,
2026-09-20,Sunday,10:30,11:30,Europe/London,BST,+01:00,M&G Booth ANYC M&G2,Maria Marionette — Meet & Greet,https://vexpo.uk/meet-greets,Maria Marionette,Maria Marionette,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G2,,
2026-09-20,Sunday,10:40,11:40,Europe/London,BST,+01:00,PANEL ROOM 1,"""The International Rizzlers"" - florAtelier's Dating Show!",https://vexpo.uk/stages-panels,"Captain Camille, Anoko, mipyun, Silvi, and Mabel",Captain Camille; Anoko; mipyun; Silvi; Mabel,named lineup published,,https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,florAtelier
2026-09-20,Sunday,10:50,11:50,Europe/London,BST,+01:00,PANEL ROOM 2,Circus Acts 101: Balloon Animal Workshop (with the Worst Clown),https://vexpo.uk/stages-panels,Rokoko Prufei,Rokoko Prufei,named lineup published,,https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,
2026-09-20,Sunday,11:00,12:00,Europe/London,BST,+01:00,JUBILEE STAGE,Would WE Lie to You?,https://vexpo.uk/stages-panels,"Malice Evermore, Wilhelmina Frost",Malice Evermore; Wilhelmina Frost; Kaneko Lumi; Rinkou Ashelia; Tenma Maemi; Clio Aite; Mari Mari; Eimi Isami,named lineup published,"British game show hosted by Malice Evermore and Wilhelmina Frost, featuring Kaneko Lumi, Lia (Rinkou Ashelia), Tenma Maemi, Clio Aite, Mari Mari, and Eimi Isami. Lineup confirmed by the official VeXpo session description.",https://vexpo.uk/stages-panels; https://x.com/PhaseConnect,false,"Excluded: a facts-and-fibs game show, not a music performance.",false,official,,,,,Phase Connect
2026-09-20,Sunday,11:00,12:00,Europe/London,BST,+01:00,M&G Booth ANYC M&G3,Kaelix Debonair — Meet & Greet,https://vexpo.uk/meet-greets,Kaelix Debonair,Kaelix Debonair,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G3,,
2026-09-20,Sunday,11:30,12:30,Europe/London,BST,+01:00,M&G Booth ANYC M&G1,Zeal Ginjoka — Meet & Greet,https://vexpo.uk/meet-greets,Zeal Ginjoka,Zeal Ginjoka,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G1,,
2026-09-20,Sunday,11:30,12:45,Europe/London,BST,+01:00,M&G Booth holo M&G1,Gigi Murin — Meet & Greet,https://vexpo.uk/meet-greets,Gigi Murin,Gigi Murin,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£56,holo M&G1,,
2026-09-20,Sunday,11:30,12:45,Europe/London,BST,+01:00,M&G Booth holo M&G2,Shiori Novella — Meet & Greet,https://vexpo.uk/meet-greets,Shiori Novella,Shiori Novella,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£56,holo M&G2,,
2026-09-20,Sunday,11:30,12:30,Europe/London,BST,+01:00,MONARCH STAGE,Sing-A-Long Concert with Bonnie & Friends,https://vexpo.uk/stages-panels,Bonnie Barkswell & Friends,Bonnie Barkswell,partial,Additional friends are pictured but not individually named in the official page or poster; full roster not verified.,https://vexpo.uk/stages-panels; https://images.squarespace-cdn.com/content/v1/697e84aee021eb1c80fdbe31/3010ee99-4a10-40d6-89d4-b9f5c13253fe/Bonnie-Singalong.png,true,Included: explicitly billed as a concert.,false,official,,,,,
2026-09-20,Sunday,12:00,13:00,Europe/London,BST,+01:00,M&G Booth 1,PiaPiUFO — Meet & Greet,https://vexpo.uk/meet-greets,PiaPiUFO,PiaPiUFO,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£15,1,,
2026-09-20,Sunday,12:00,13:00,Europe/London,BST,+01:00,M&G Booth 2,Ironmouse — Meet & Greet,https://vexpo.uk/meet-greets,Ironmouse,Ironmouse,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,Free,2,,
2026-09-20,Sunday,12:00,13:00,Europe/London,BST,+01:00,M&G Booth 3,Ekkomori — Meet & Greet,https://vexpo.uk/meet-greets,Ekkomori,Ekkomori,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£5,3,,
2026-09-20,Sunday,12:00,13:00,Europe/London,BST,+01:00,M&G Booth 4,Dr. NOVA(e) — Meet & Greet,https://vexpo.uk/meet-greets,Dr. NOVA(e),Dr. NOVA(e),named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£5,4,,
2026-09-20,Sunday,12:00,14:00,Europe/London,BST,+01:00,M&G Booth 7,CDawgVA — Meet & Greet,https://vexpo.uk/meet-greets,CDawgVA,CDawgVA,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,IRL,£45,7,,
2026-09-20,Sunday,12:00,13:00,Europe/London,BST,+01:00,M&G Booth ANYC M&G2,Enna Alouette — Meet & Greet,https://vexpo.uk/meet-greets,Enna Alouette,Enna Alouette,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G2,,
2026-09-20,Sunday,12:10,13:10,Europe/London,BST,+01:00,PANEL ROOM 1,Draw your oshi with me!,https://vexpo.uk/stages-panels,Moyasi,Moyasi,named lineup published,,https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,
2026-09-20,Sunday,12:20,13:20,Europe/London,BST,+01:00,PANEL ROOM 2,Scrandle LIVE! With Kani Kanizawa and Essie,https://vexpo.uk/stages-panels,"Kani Kanizawa, Essie",Kani Kanizawa; Essie,named lineup published,,https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,
2026-09-20,Sunday,12:30,13:30,Europe/London,BST,+01:00,JUBILEE STAGE,???,https://vexpo.uk/stages-panels,???,,unannounced,Session and participants not announced.,https://vexpo.uk/stages-panels,false,Unknown: no session content announced; excluded from the concerts filter pending details.,false,official,,,,,
2026-09-20,Sunday,12:30,13:30,Europe/London,BST,+01:00,M&G Booth 5,MaeFae — Meet & Greet,https://vexpo.uk/meet-greets,MaeFae,MaeFae,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Penplotter,£10,5,,
2026-09-20,Sunday,12:30,13:30,Europe/London,BST,+01:00,M&G Booth 6,Wilhelmina Frost — Meet & Greet,https://vexpo.uk/meet-greets,Wilhelmina Frost,Wilhelmina Frost,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets; https://x.com/PhaseConnect,false,Excluded: meet-and-greet appointment window.,true,official,Penplotter,£25,6,,Phase Connect
2026-09-20,Sunday,12:30,13:30,Europe/London,BST,+01:00,M&G Booth ANYC M&G3,Kaelix Debonair — Meet & Greet,https://vexpo.uk/meet-greets,Kaelix Debonair,Kaelix Debonair,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G3,,
2026-09-20,Sunday,13:00,14:00,Europe/London,BST,+01:00,M&G Booth ANYC M&G1,Yu Q. Wilson — Meet & Greet,https://vexpo.uk/meet-greets,Yu Q. Wilson,Yu Q. Wilson,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G1,,
2026-09-20,Sunday,13:00,14:00,Europe/London,BST,+01:00,MONARCH STAGE,hololive Meet Karaoke Relay,https://vexpo.uk/stages-panels,"Elizabeth Rose Bloodflame, Ayunda Risu",Elizabeth Rose Bloodflame; Ayunda Risu,named lineup published,,https://vexpo.uk/stages-panels,true,Included as a music performance: Elizabeth Rose Bloodflame and Ayunda Risu perform karaoke.,false,official,,,,,
2026-09-20,Sunday,13:30,14:30,Europe/London,BST,+01:00,M&G Booth ANYC M&G2,Enna Alouette — Meet & Greet,https://vexpo.uk/meet-greets,Enna Alouette,Enna Alouette,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G2,,
2026-09-20,Sunday,13:40,14:40,Europe/London,BST,+01:00,PANEL ROOM 1,Po(n)lish 101,https://vexpo.uk/stages-panels,Alicja da Lontano and Dianko,Alicja da Lontano; Dianko,named lineup published,,https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,
2026-09-20,Sunday,14:00,15:00,Europe/London,BST,+01:00,JUBILEE STAGE,???,https://vexpo.uk/stages-panels,???,,unannounced,Session and participants not announced.,https://vexpo.uk/stages-panels,false,Unknown: no session content announced; excluded from the concerts filter pending details.,false,official,,,,,
2026-09-20,Sunday,14:00,15:00,Europe/London,BST,+01:00,M&G Booth 1,0shiriko — Meet & Greet,https://vexpo.uk/meet-greets,0shiriko,0shiriko,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£10,1,,
2026-09-20,Sunday,14:00,15:00,Europe/London,BST,+01:00,M&G Booth 2,Leia Memoria — Meet & Greet,https://vexpo.uk/meet-greets,Leia Memoria,Leia Memoria,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£10,2,,
2026-09-20,Sunday,14:00,15:00,Europe/London,BST,+01:00,M&G Booth 3,Matara Kan — Meet & Greet,https://vexpo.uk/meet-greets,Matara Kan,Matara Kan,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£20,3,,
2026-09-20,Sunday,14:00,15:00,Europe/London,BST,+01:00,M&G Booth 4,VividlyVIVI — Meet & Greet,https://vexpo.uk/meet-greets,VividlyVIVI,VividlyVIVI,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£15,4,,
2026-09-20,Sunday,14:00,15:00,Europe/London,BST,+01:00,M&G Booth ANYC M&G3,Vox Akuma — Meet & Greet,https://vexpo.uk/meet-greets,Vox Akuma,Vox Akuma,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G3,,
2026-09-20,Sunday,14:30,15:30,Europe/London,BST,+01:00,M&G Booth 5,Komachi Panko — Meet & Greet,https://vexpo.uk/meet-greets,Komachi Panko,Komachi Panko,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets; https://x.com/PhaseConnect,false,Excluded: meet-and-greet appointment window.,true,official,Penplotter,£25,5,,Phase Connect
2026-09-20,Sunday,14:30,15:30,Europe/London,BST,+01:00,M&G Booth 6,Mint Fantôme — Meet & Greet,https://vexpo.uk/meet-greets,Mint Fantôme,Mint Fantôme,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£25,6,,
2026-09-20,Sunday,14:30,15:30,Europe/London,BST,+01:00,M&G Booth ANYC M&G1,Yu Q. Wilson — Meet & Greet,https://vexpo.uk/meet-greets,Yu Q. Wilson,Yu Q. Wilson,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G1,,
2026-09-20,Sunday,14:30,15:30,Europe/London,BST,+01:00,MONARCH STAGE,WHO SAID THAT?! - GLITCH STARS EDITION,https://vexpo.uk/stages-panels,"Amaya Whisper, Hiyori Mokami, Stimpak, Mochi, Arisa Noonish, Maple",Amaya Whisper; Hiyori Mokami; Stimpak; Mochi; Arisa Noonish; Maple,named lineup published,,https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,
2026-09-20,Sunday,14:50,15:50,Europe/London,BST,+01:00,PANEL ROOM 2,A puppyful interview with Wota Productions,https://vexpo.uk/stages-panels,"Fio Furuyuki, Nowi Kaijumari, Patchumi",Fio Furuyuki; Nowi Kaijumari; Patchumi; Poka,named lineup published,"Poka is named as an interviewer in the description, alongside Patchumi; Fio Furuyuki and Nowi Kaijumari are the listed Wota guests.",https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,
2026-09-20,Sunday,15:00,16:00,Europe/London,BST,+01:00,M&G Booth 7,Heavenlyfather — Meet & Greet,https://vexpo.uk/meet-greets,Heavenlyfather,Heavenlyfather,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,IRL,£5,7,,
2026-09-20,Sunday,15:00,16:00,Europe/London,BST,+01:00,M&G Booth ANYC M&G2,Millie Parfait — Meet & Greet,https://vexpo.uk/meet-greets,Millie Parfait,Millie Parfait,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G2,,
2026-09-20,Sunday,15:10,16:30,Europe/London,BST,+01:00,PANEL ROOM 1,???,https://vexpo.uk/stages-panels,???,,unannounced,Session and participants not announced.,https://vexpo.uk/stages-panels,false,Unknown: no session content announced; excluded from the concerts filter pending details.,false,official,,,,,
2026-09-20,Sunday,15:15,16:30,Europe/London,BST,+01:00,M&G Booth holo M&G1,Ayunda Risu — Meet & Greet,https://vexpo.uk/meet-greets,Ayunda Risu,Ayunda Risu,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£56,holo M&G1,,
2026-09-20,Sunday,15:15,16:30,Europe/London,BST,+01:00,M&G Booth holo M&G2,Elizabeth Rose Bloodflame — Meet & Greet,https://vexpo.uk/meet-greets,Elizabeth Rose Bloodflame,Elizabeth Rose Bloodflame,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£56,holo M&G2,,
2026-09-20,Sunday,15:30,16:30,Europe/London,BST,+01:00,JUBILEE STAGE,???,https://vexpo.uk/stages-panels,???,,unannounced,Session and participants not announced.,https://vexpo.uk/stages-panels,false,Unknown: no session content announced; excluded from the concerts filter pending details.,false,official,,,,,
2026-09-20,Sunday,15:30,16:30,Europe/London,BST,+01:00,M&G Booth ANYC M&G3,Vox Akuma — Meet & Greet,https://vexpo.uk/meet-greets,Vox Akuma,Vox Akuma,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£60,ANYC M&G3,,
2026-09-20,Sunday,16:00,17:00,Europe/London,BST,+01:00,M&G Booth 1,Embyr Sparks — Meet & Greet,https://vexpo.uk/meet-greets,Embyr Sparks,Embyr Sparks,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£10,1,,
2026-09-20,Sunday,16:00,17:00,Europe/London,BST,+01:00,M&G Booth 2,BEASTIEZ — Meet & Greet,https://vexpo.uk/meet-greets,BEASTIEZ,BEASTIEZ,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£25,2,,
2026-09-20,Sunday,16:00,17:00,Europe/London,BST,+01:00,M&G Booth 3,Callie Calico — Meet & Greet,https://vexpo.uk/meet-greets,Callie Calico,Callie Calico,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£15,3,,
2026-09-20,Sunday,16:00,17:00,Europe/London,BST,+01:00,M&G Booth 4,Snuffy — Meet & Greet,https://vexpo.uk/meet-greets,Snuffy,Snuffy,named lineup published,"Published availability window, not the duration of an individual appointment. Check the official listing and booking requirements.",https://vexpo.uk/meet-greets,false,Excluded: meet-and-greet appointment window.,true,official,Virtual,£15,4,,
2026-09-20,Sunday,16:20,17:20,Europe/London,BST,+01:00,PANEL ROOM 2,Beyond Superchats: There are OTHER ways to support your Oshi?!,https://vexpo.uk/stages-panels,"Penny Puffball, Meimi Majokko",Penny Puffball; Meimi Majokko,named lineup published,,https://vexpo.uk/stages-panels,false,"Excluded: listed as a panel, workshop, interview or non-musical entertainment; no concert described.",false,official,,,,,
2026-09-20,Sunday,16:30,17:30,Europe/London,BST,+01:00,MONARCH STAGE,Starlight & Wonder Present: To Hell and Back Again,https://vexpo.uk/stages-panels,"Starlight Daryl, WUNDER RiKU, Special Guests",Starlight Daryl; WUNDER RiKU; Matara Kan; Bonnie Barkswell; Kou Mariya; Emiliya Fell; Rita Kamishiro,partial,"Poster names five featured VTubers: Matara Kan, Bonnie Barkswell, Kou Mariya, Emiliya Fell and Rita Kamishiro. Also a nine-piece live band and unnamed special guests. Ticketed add-on.",https://vexpo.uk/stages-panels; https://images.squarespace-cdn.com/content/v1/697e84aee021eb1c80fdbe31/c8fa6cab-3990-492c-89c1-063146e8e93d/Starlight%2Band%2BWonder%2BPoster-Full.png,true,Included: explicitly billed as a concert.,false,official,,,,,
